from,to,result,result_description
Kinetic,Acoustic,Cavitation,"The formation of vapour bubbles in a flowing liquid in a region where the pressure of the liquid falls below its vapour pressure. Usually divided into two classes of behavior. Inertial (or transient) cavitation occurs when a void or bubble in a liquid rapidly collapses, producing a shock wave. Non-inertial cavitation is the process in which a bubble in a fluid is forced to oscillate in size or shape due to energy input, e.g. acoustic field."
Kinetic,Acoustic,Doppler Effect,"The change in frequency and wavelength of a wave for an observer moving relative to the source of the waves. For waves that propagate in a medium, such as sound waves, the velocity of the observer and of the source are relative to the medium in which the waves are transmitted. The total Doppler effect may therefore result from motion of the source, motion of the observer, or motion of the medium."
Kinetic,Acoustic,Elasticity,"The physical property of a material when it deforms under stress (e.g. external forces), but returns to its original shape when the stress is removed. The amount of deformation is called the strain. The elastic regime is characterized by a linear relationship between stress and strain, denoted linear elasticity."
Kinetic,Acoustic,Flutter,"A dynamic instability of an elastic structure in a fluid flow, caused by positive feedback between the body's deflection and the force exerted by the fluid flow."
Kinetic,Acoustic,Groove,"A long and narrow indentation built into a material, generally for the purpose of allowing another material or part to move within the groove and be guided by it."
Kinetic,Acoustic,Helmholtz Resonance,"The phenomenon of air resonance in a cavity, such as when one blows across the top of an empty bottle."
Kinetic,Acoustic,Impact Force,A high force or shock applied over a short time period. Such a force or acceleration can sometimes have a greater effect than a lower force applied over a proportionally longer time period.
Kinetic,Acoustic,Kármán Vortex Street,"A repeating pattern of swirling vortices caused by the unsteady separation of flow of a fluid over bluff bodies. It is responsible for such phenomena as the 'singing' of suspended telephone or power lines, the vibration of a car antenna at certain speeds."
Kinetic,Acoustic,Oblique Shock Wave,"A shock wave inclined with respect to the incident upstream flow direction. Occurs when a supersonic flow encounters a corner that effectively turns the flow into itself and compresses. Can be made by placing a wedge into supersonic, compressible flow. Consists of a very thin region across which nearly discontinuous changes in the thermodynamic properties of a gas occur."
Kinetic,Acoustic,Resonance,"The tendency of a system to oscillate with larger amplitude at some frequencies than at others. These are known as the system's resonant frequencies. At these frequencies, even small periodic driving forces can produce large amplitude oscillations, because the system stores vibrational energy."
Kinetic,Acoustic,Shock Wave,"A type of propagating disturbance. Like an ordinary wave, it carries energy and can propagate through a medium (solid, liquid, gas or plasma) or through a field such as the electromagnetic field. Characterized by an abrupt, nearly discontinuous change in the characteristics of the medium. Associated with rapid rise in pressure, temperature and density of the flow. A shock wave travels through most media at a higher speed than an ordinary wave."
Kinetic,Acoustic,Stick-slip Phenomenon,The spontaneous jerking motion that can occur while two objects are sliding over each other.
Kinetic,Acoustic,Surface Acoustic Wave,"(SAW) An acoustic wave traveling along the surface of a material having some elasticity, with an amplitude that typically decays exponentially with the depth of the substrate. This kind of wave is commonly used in devices called SAW devices in electronics circuits."
Kinetic,Acoustic,Turbulence,"A fluid regime characterised by chaotic, stochastic property changes. This includes low momentum diffusion, high momentum convection, and rapid variation of pressure and velocity in space and time (flow that is not turbulent is called laminar flow)."
Kinetic,Acoustic,Ultrasonic Vibration,Vibration at ultrasonic frequencies.
Kinetic,Acoustic,Vibration,Mechanical oscillations about an equilibrium point. The oscillations may be periodic such as the motion of a pendulum or random such as the movement of a tire on a gravel road.
Kinetic,Acoustic,Wind,The flow of air or other gases that compose an atmosphere
Kinetic,Chemical,Rheopecty,"(or rheopexy) The rare property of some non-Newtonian fluids to show a time-dependent change in viscosity; the longer the fluid undergoes shearing force, the higher its viscosity. Rheopectic fluids, such as some lubricants, thicken or solidify when shaken (the opposite type of behaviour, in which fluids become less viscous the longer they undergo shear, is called thixotropy and is much more common)."
Kinetic,Chemical,Thixotropy,"The property of some non-Newtonian pseudoplastic fluids to show a time-dependent change in viscosity; the longer the fluid undergoes shear stress, the lower its viscosity. A thixotropic fluid is a fluid which takes a finite amount of time to attain equilibrium viscosity when introduced to a step change in shear rate. Many gels and colloids are thixotropic materials, exhibiting a stable form at rest but becoming fluid when agitated."
Kinetic,Electrical,Dorn Effect,"(aka Sedimentation Potential). Potential difference resulting from motion of particles through water, typically due to gravity or centrifugation. The motion disrupts equilibrium symmetry of particle's double layer, viscous flow around the particles drags ions of the diffuse layer from them causing slight displacement between surface charge & electric charge of the diffuse layer, giving the particle a dipole moment, generating electric field."
Kinetic,Electrical,Eddy Currents,An electrical phenomenon caused when a conductor is exposed to a changing magnetic field due to relative motion of the field source and conductor; or due to variations of the field with time. This can cause eddys of circulating current within the conductor which create electromagnets with magnetic fields that opposes the change of the magnetic field.
Kinetic,Electrical,Electrohydrodynamics,"Includes the following types of particle and fluid transport mechanisms:Electrophoresis, electrokinesis, dielectrophoresis, electro-osmosis, and electrorotation. In general, the phenomena relate to the direct conversion of electrical energy into kinetic energy, and vice versa."
Kinetic,Electrical,Electrostatics,The phenomena arising from stationary or slowly moving electric charges
Kinetic,Electrical,Fractoluminescence,"The emission of light from the fracture (rather than rubbing) of a crystal. Depending upon the atomic and molecular composition of the crystal, when the crystal fractures a charge separation can occur making one side of the fractured crystal +ve charged and the other side -ve charged. As in triboluminescence, if the charge separation results in a large enough electric potential, a discharge across the gap and through the bath gas between the interfaces can occur."
Kinetic,Electrical,Magnetohydrodynamic Effect,"A magnetic field can induce currents in a moving conductive fluid, which create forces on the fluid, and also change the magnetic field itself."
Kinetic,Electrical,Piezoelectric Effect,"Generation of electrical charge in certain solid materials (notably crystals, certain ceramics, and biological matter such as bone, DNA and various proteins) in response to applied mechanical strain. The piezoelectric effect is a reversible process in that materials also exhibit the reverse piezoelectric effect (the internal generation of a mechanical force resulting from an applied electrical field)."
Kinetic,Electrical,Piezoresistive Effect,The changing electrical resistivity of a semiconductor due to applied mechanical stress.
Kinetic,Electrical,Triboelectric Effect,"A type of contact electrification in which certain materials become electrically charged after they come into contact with another different material and are then separated (such as through rubbing). The polarity and strength of the charges produced differ according to the materials, surface roughness, temperature, strain, and other properties."
Kinetic,Electromagnetic,Cherenkov Effect,Electromagnetic radiation emitted when a charged particle (such as a electron) passes through an insulator at a speed greater than the speed of light in that medium.
Kinetic,Electromagnetic,Doppler Effect,"The change in frequency and wavelength of a wave for an observer moving relative to the source of the waves. For waves that propagate in a medium, such as sound waves, the velocity of the observer and of the source are relative to the medium in which the waves are transmitted. The total Doppler effect may therefore result from motion of the source, motion of the observer, or motion of the medium."
Kinetic,Electromagnetic,Fractoluminescence,"The emission of light from the fracture (rather than rubbing) of a crystal. Depending upon the atomic and molecular composition of the crystal, when the crystal fractures a charge separation can occur making one side of the fractured crystal +ve charged and the other side -ve charged. As in triboluminescence, if the charge separation results in a large enough electric potential, a discharge across the gap and through the bath gas between the interfaces can occur."
Kinetic,Electromagnetic,Luminescence,"The generation of light that usually occurs at low temperatures, and is thus a form of cold body radiation. It can be caused by chemical reactions, electrical energy, subatomic motions, or stress on a crystal. This distinguishes luminescence from incandescence, which is light generated by high temperatures."
Kinetic,Electromagnetic,Mechanoluminescence,"Light emission resulting from any mechanical action on a solid. It can be produced through ultrasound, or through other means."
Kinetic,Electromagnetic,Piezoluminescence,Luminescence produced by the action of pressure on certain solids
Kinetic,Electromagnetic,Sagnac Effect,(or Sagnac interference) An interferometry phenomenon elicited by rotation. A beam of light is split and the two beams made to follow a trajectory in opposite directions enclosing an area. On return to entry point the light is allowed to exit the apparatus such that an interference pattern is obtained. The position of the interference fringes is dependent on the angular velocity of the setup. The basis of ring interferometry.
Kinetic,Electromagnetic,Stroboscopic Effect,"A visual phenomenon caused by aliasing that occurs when continuous motion is represented by a series of short or instantaneous samples. It occurs when the view of a moving object is represented by a series of short samples as distinct from a continuous view, and the moving object is in rotational or other cyclic motion at a rate close to the sampling rate."
Kinetic,Electromagnetic,Triboluminescence,"An optical phenomenon in which light is generated via the breaking of asymmetrical bonds in a crystal when that material is scratched, crushed, or rubbed. This is a variant of luminescence."
Kinetic,Kinetic,Added Mass,(or Virtual Mass) The inertia added to a system because an accelerating or decelerating body must move (or deflect) some volume of surrounding fluid as it moves through it.
Kinetic,Kinetic,Advection,"A transport mechanism of a substance, or a conserved property, by a fluid, due to the fluid's bulk motion in a particular direction. An example of advection is the transport of pollutants or silt in a river."
Kinetic,Kinetic,Aeroelastic Flutter,"A self-feeding and potentially destructive vibration where aerodynamic forces on an object couple with a structure's natural mode of vibration to produce rapid periodic motion. Flutter can occur in any object within a strong fluid flow, under the conditions that a positive feedback occurs between the structure's natural vibration and the aerodynamic forces."
Kinetic,Kinetic,Basset Force,The force due to the lagging boundary layer development with changing relative velocity (acceleration) of bodies moving through a fluid.
Kinetic,Kinetic,Bernoulli Effect,"For an inviscid flow, an increase in the speed of the fluid occurs simultaneously with a decrease in pressure or a decrease in the fluid's gravitational potential energy"
Kinetic,Kinetic,Boyle's Law,"(also known as the the Boyle-Mariotte law). At constant temperature, the absolute pressure and the volume of a gas are inversely proportional. The law can also be stated in a slightly different manner: that the product of absolute pressure and volume is always constant."
Kinetic,Kinetic,Brazil Nut Effect,A phenomenon in which the largest particles end up on the surface when a granular material containing a mixture of objects of different sizes is shaken. Also known as the muesli effect.
Kinetic,Kinetic,Brownian Motion,The random movement of particles suspended in a liquid or gas
Kinetic,Kinetic,Capillary Wave Effect,"A wave travelling along the interface between two fluids, whose dynamics are dominated by the effects of surface tension. Capillary waves are common in nature and home, and are often referred to as ripple. The wavelength of capillary waves is typically less than a few centimeters. A gravity-capillary wave on a fluid interface is influenced by both the effects of surface tension and gravity, as well as by the fluid inertia."
Kinetic,Kinetic,Coanda Effect,The tendency of a fluid jet to stay attached to an adjacent suitably shaped curved surface. Also applies to powdered solids.
Kinetic,Kinetic,Conservation of Momentum,In a closed system (one that does not exchange any matter with the outside and is not acted on by outside forces) the total momentum is constant.
Kinetic,Kinetic,Convection,"The movement of molecules within fluids (i.e. liquids, gases) and rheids. One of the major modes of heat transfer and mass transfer. Convective heat and mass transfer take place through both diffusion (random Brownian motion) and by advection (transport by the larger-scale motion of currents). Note that a common use of the term convection refers specifically to heat transfer by convection, as opposed to convection in general."
Kinetic,Kinetic,Coriolis Force,"An apparent deflection, or force, experienced by moving objects when viewed from a rotating frame of reference. The Coriolis force is an example of a fictitious force (or pseudo force), because it does not appear when the motion is expressed in an inertial frame of reference. For example, freely moving objects on the surface of the Earth experience a Coriolis force, and appear to veer to the right in the northern hemisphere, and to the left in the southern."
Kinetic,Kinetic,Damping,"Damping is any effect, either deliberately engendered or inherent to a system, that tends to reduce the amplitude of oscillations of an oscillatory system."
Kinetic,Kinetic,Darwin Drift,The phenomenon that a fluid parcel is permanently displaced after the passage of a body through a fluid  the fluid being at rest far away from the body.
Kinetic,Kinetic,Displacement,"Displacement occurs when an object is immersed in a fluid, pushing the fluid out of the way and taking its place. The volume of the fluid displaced is equal to the volume of the object imersed. An object that sinks, or is otherwise fully immersed, displaces an amount of fluid equal to its total volume."
Kinetic,Kinetic,Eddy Currents,An electrical phenomenon caused when a conductor is exposed to a changing magnetic field due to relative motion of the field source and conductor; or due to variations of the field with time. This can cause eddys of circulating current within the conductor which create electromagnets with magnetic fields that opposes the change of the magnetic field.
Kinetic,Kinetic,Elasticity,"The physical property of a material when it deforms under stress (e.g. external forces), but returns to its original shape when the stress is removed. The amount of deformation is called the strain. The elastic regime is characterized by a linear relationship between stress and strain, denoted linear elasticity."
Kinetic,Kinetic,Entrainment,The movement of one fluid due to the motion of another.
Kinetic,Kinetic,Faraday Wave,"(or Faraday Ripples) Nonlinear standing waves that appear on liquids enclosed by a vibrating receptacle. When the vibration frequency exceeds a critical value, the flat hydrostatic surface becomes unstable. The waves can take the form of stripes, close-packed hexagons, or even squares or quasiperiodic patterns."
Kinetic,Kinetic,Ground Effect,"Aircraft may be affected by a number of ground effects, or aerodynamic effects due to a flying body's proximity to the ground."
Kinetic,Kinetic,Harmonic Oscillator,"A system which, when displaced from its equilibrium position, experiences a restoring force proportional to the displacement. Mechanical examples include pendula (with small angles of displacement) and masses connected to springs."
Kinetic,Kinetic,Hooke's Law,Hooke's law of elasticity is an approximation that states that the extension of a spring is in direct proportion with the load added to it as long as this load does not exceed the elastic limit. Materials for which Hooke's law is a useful approximation are known as linear-elastic or 'Hookean' materials.
Kinetic,Kinetic,Hydraulic Jump,"When liquid at high velocity discharges into a zone of lower velocity, a rather abrupt rise (a step or standing wave) occurs in the liquid surface. The liquid is abruptly slowed and increases in height converting some of the flow's initial kinetic energy into an increase in potential energy, with some energy lost through turbulence to heat. In an open channel flow, this manifests as the fast flow rapidly slowing and piling up on top of itself."
Kinetic,Kinetic,Hydraulic Press,A hydraulic mechanism for applying a large lifting or compressive force. It is the hydraulic equivalent of a mechanical lever.
Kinetic,Kinetic,Hydrodynamic Cavitation,"The process of vaporisation, bubble generation and bubble implosion which occurs in a flowing liquid as a result of a decrease and subsequent increase in local pressure."
Kinetic,Kinetic,Impact Force,A high force or shock applied over a short time period. Such a force or acceleration can sometimes have a greater effect than a lower force applied over a proportionally longer time period.
Kinetic,Kinetic,Inertia,The resistance of any physical object to a change in its state of motion or rest. It is proportional to an object's mass.
Kinetic,Kinetic,Jet,"A coherent stream of fluid (e.g. gas or liquid) that is projected into a surrounding medium, usually from some kind of a nozzle or aperture. Jets can travel long distances without dissipating."
Kinetic,Kinetic,Jet Damping,(or Thrust Damping) is the effect of rocket exhaust removing energy from the transverse angular motion of a rocket. If a rocket has pitch or yaw motion then the exhaust must be accelerated laterally as it flows down the exhaust tube and nozzle. Once the exhaust leaves the nozzle this lateral momentum is lost to the vehicle and thus serves to damping the lateral oscillations.
Kinetic,Kinetic,Kármán Vortex Street,"A repeating pattern of swirling vortices caused by the unsteady separation of flow of a fluid over bluff bodies. It is responsible for such phenomena as the 'singing' of suspended telephone or power lines, the vibration of a car antenna at certain speeds."
Kinetic,Kinetic,Kelvin-Helmholtz Instability,"A fluid interface that can occur when there is velocity shear in a single continuous fluid, or where there is a velocity difference across the interface between two fluids. An example is wind blowing over water: The instability manifests in waves on the water surface. More generally, clouds, the ocean, Saturn's bands, and the sun's corona show this instability."
Kinetic,Kinetic,Lever,A rigid object that is used with an appropriate fulcrum or pivot point to multiply the mechanical force that can be applied to another object.
Kinetic,Kinetic,Magnetohydrodynamic Effect,"A magnetic field can induce currents in a moving conductive fluid, which create forces on the fluid, and also change the magnetic field itself."
Kinetic,Kinetic,Magnus Effect,"The phenomenon whereby a spinning object flying in a fluid creates a whirlpool of fluid around itself, and experiences a force perpendicular to the line of motion and away from the direction of spin. The overall behaviour is similar to that around an aerofoil with a circulation which is generated by the mechanical rotation, rather than by aerofoil action."
Kinetic,Kinetic,Mechanical Advantage,"Force amplification achieved by using a tool, mechanical device or machine system. Ideally, the device preserves the input power and simply trades off forces against movement to obtain a desired amplification in the output force."
Kinetic,Kinetic,Moment of Inertia,"(or mass moment of inertia, rotational inertia, polar moment of inertia of mass, or the angular mass). The inertia of a rotating body with respect to its rotation. The moment of inertia plays much the same role in rotational dynamics as mass does in linear dynamics,"
Kinetic,Kinetic,Non-Newtonian Fluids,"Fluids whose flow properties are not described by a single constant value of viscosity. In a non-Newtonian fluid, the relation between the shear stress and the strain rate is nonlinear, and can even be time-dependent. Therefore a constant coefficient of viscosity can not be defined. A ratio between shear stress and rate of strain (or shear-dependent viscosity) can be defined, this being more useful for fluids without time-dependent behavior."
Kinetic,Kinetic,Pascal's Law,(or the Principle of transmission of fluid-pressure) Pressure exerted anywhere in a confined incompressible fluid is transmitted equally in all directions throughout the fluid such that the pressure ratio (initial difference) remains same.
Kinetic,Kinetic,Poisson's Effect,"When a material is compressed in one direction, it usually tends to expand in the other two directions perpendicular to the direction of compression."
Kinetic,Kinetic,Precession,A change in the direction of the axis of a rotating object. There are two types of precession: torque-free and torque-induced. Torque-free precession occurs when the axis of rotation differs slightly from an axis about which the object can rotate stably. Torque-induced precession (gyroscopic precession) is the phenomenon in which the axis of a spinning object (e.g. a part of a gyroscope) 'wobbles' when a torque is applied to it.
Kinetic,Kinetic,Pressure Drop,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point. Rapid pressure drop is a useful technique for applying force or breaking objects apart.
Kinetic,Kinetic,Pressure Gradient,A fluid (gas or liquid) subject to a pressure gradient results in a net force that is directed from high to low pressure (the 'pressure gradient force').
Kinetic,Kinetic,Pressure Increase,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point.
Kinetic,Kinetic,Pressurisation,"The application of pressure in a given situation or environment; and more specifically refers to the process by which atmospheric pressure is maintained in an isolated or semi-isolated atmospheric environment (for instance, in an aircraft, or whilst scuba diving)."
Kinetic,Kinetic,Pseudoelasticity,"(or superelasticity) An elastic (impermanent) response to relatively high stress caused by a phase transformation between the austenitic and martensitic phases of a crystal. Exhibited in Shape memory alloys. Superelastic alloys belong to the larger family of shape memory alloys. Unlike shape-memory alloys, no change in temperature is needed for the alloy to recover its initial shape."
Kinetic,Kinetic,Reaction (physics),"In classical mechanics, Newton's third law states that forces occur in pairs: the Action and the Reaction. Both forces are equal in magnitude and opposite in direction. The distinction between action and reaction is purely arbitrary: any one of the two forces can be considered an action, in which case the other (corresponding) force automatically becomes its associated reaction."
Kinetic,Kinetic,Resonance,"The tendency of a system to oscillate with larger amplitude at some frequencies than at others. These are known as the system's resonant frequencies. At these frequencies, even small periodic driving forces can produce large amplitude oscillations, because the system stores vibrational energy."
Kinetic,Kinetic,Reverse Brazil Nut Effect,"Under certain conditions the reverse of the Brazil Nut Effect (granular separation) can occur i.e. following vibration or agitation large beads fall to the bottom of a container, and small beads rising to the top of the container."
Kinetic,Kinetic,Shear Thickening,(or Dilitant) The property of a material for which viscosity increases with the rate of shear. Such a shear thickening fluid is an example of a non-Newtonian fluid.
Kinetic,Kinetic,Shear Thinning,"(or Pseudoplasticy) The property of a material for which which viscosity decreases with increasing rate of shear. This property is found in certain complex solutions, such as ketchup, whipped cream, blood, paint, and nail polish. It is also a common property of polymer solutions and molten polymers."
Kinetic,Kinetic,Stick-slip Phenomenon,The spontaneous jerking motion that can occur while two objects are sliding over each other.
Kinetic,Kinetic,Stokes Drift,The movement of a specific fluid parcel as it travels with the fluid flow due to wave motion.
Kinetic,Kinetic,Suction,"The flow of a fluid into a partial vacuum, or region of low pressure. The pressure gradient between this region and the ambient pressure will propel matter toward the low pressure area."
Kinetic,Kinetic,Surface Acoustic Wave,"(SAW) An acoustic wave traveling along the surface of a material having some elasticity, with an amplitude that typically decays exponentially with the depth of the substrate. This kind of wave is commonly used in devices called SAW devices in electronics circuits."
Kinetic,Kinetic,Thixotropy,"The property of some non-Newtonian pseudoplastic fluids to show a time-dependent change in viscosity; the longer the fluid undergoes shear stress, the lower its viscosity. A thixotropic fluid is a fluid which takes a finite amount of time to attain equilibrium viscosity when introduced to a step change in shear rate. Many gels and colloids are thixotropic materials, exhibiting a stable form at rest but becoming fluid when agitated."
Kinetic,Kinetic,Tidal Force,"A situation in which a body or material (for example, tidal water, or the Moon) is mainly under the gravitational influence of a second body (for example, the Earth), but is also perturbed by the gravitational effects of a third body (for example, by the Moon in the case of tidal water, or by the Sun in the case of the Moon)."
Kinetic,Kinetic,Torque,"Torque (also called moment or moment of force) is the tendency of a force to rotate an object about an axis, fulcrum, or pivot. Just as a force is a push or a pull, a torque can be thought of as a twist. Torque is the rotational analogue of Force."
Kinetic,Kinetic,Turbulence,"A fluid regime characterised by chaotic, stochastic property changes. This includes low momentum diffusion, high momentum convection, and rapid variation of pressure and velocity in space and time (flow that is not turbulent is called laminar flow)."
Kinetic,Kinetic,Ultrasonic Vibration,Vibration at ultrasonic frequencies.
Kinetic,Kinetic,Ultrasound,"Cyclic sound pressure with a frequency greater than the upper limit of human hearing. Although this limit varies from person to person, 20 kHz serves as a useful lower limit in describing ultrasound."
Kinetic,Kinetic,Velocity Ratio,"In a machine, the ratio between the distance moved by the point of effort to that of the point of load."
Kinetic,Kinetic,Venturi Effect,"The reduction in fluid pressure that results when a fluid flows through a constricted section of pipe. The fluid velocity must increase through the constriction to satisfy the equation of continuity, while its pressure must decrease due to conservation of energy: the gain in kinetic energy is balanced by a drop in pressure or a pressure gradient force."
Kinetic,Kinetic,Vibration,Mechanical oscillations about an equilibrium point. The oscillations may be periodic such as the motion of a pendulum or random such as the movement of a tire on a gravel road.
Kinetic,Kinetic,Viscoelasticity,The property of exhibiting both viscous and elastic characteristics when undergoing deformation.
Kinetic,Kinetic,Vortex Ring,"A torus shaped vortex in a fluid i.e. a region where the fluid mostly spins around an imaginary axis line that forms a closed loop. The dominant flow in a vortex ring is said to be toroidal, more precisely poloidal. Within a stationary body of fluid, a vortex ring can travel for relatively long distance, carrying the spinning fluid with it."
Kinetic,Magnetic,Barnett Effect,The magnetisation of a ferromagnetic body when spun on its axis. The magnetisation occurs parallel to the axis of spin.
Kinetic,Magnetic,Eddy Currents,An electrical phenomenon caused when a conductor is exposed to a changing magnetic field due to relative motion of the field source and conductor; or due to variations of the field with time. This can cause eddys of circulating current within the conductor which create electromagnets with magnetic fields that opposes the change of the magnetic field.
Kinetic,Magnetic,Garshelis Effect,"The effect wherein a circumferentially magnetized rod of ferromagnetic, magnetostrictive material generates a net axial magnetic field in response to an applied torque."
Kinetic,Magnetic,Magnetohydrodynamic Effect,"A magnetic field can induce currents in a moving conductive fluid, which create forces on the fluid, and also change the magnetic field itself."
Kinetic,Magnetic,Matteucci Effect,One of a group of Inverse Magnetoelastic Effects. The creation of a helical anisotropy of the susceptibility of a magnetostrictive material (and e.m.f.) when subjected to a torque.
Kinetic,Magnetic,Piezomagnetism,"A phenomenon observed in some antiferromagnetic crystals. It is characterised by a linear coupling between the system's magnetic polarisation and mechanical strain. In a piezomagnetic, one may induce a spontaneous magnetic moment by applying physical stress, or a physical deformation by applying a magnetic field. Piezomagnetism differs from the related property of magnetostriction."
Kinetic,Magnetic,Villari Effect,(or Inverse Magnetostrictive Effect) The change of the magnetic susceptibility of a material when subjected to a mechanical stress.
Kinetic,Mechanical,Added Mass,(or Virtual Mass) The inertia added to a system because an accelerating or decelerating body must move (or deflect) some volume of surrounding fluid as it moves through it.
Kinetic,Mechanical,Advection,"A transport mechanism of a substance, or a conserved property, by a fluid, due to the fluid's bulk motion in a particular direction. An example of advection is the transport of pollutants or silt in a river."
Kinetic,Mechanical,Aeroelastic Flutter,"A self-feeding and potentially destructive vibration where aerodynamic forces on an object couple with a structure's natural mode of vibration to produce rapid periodic motion. Flutter can occur in any object within a strong fluid flow, under the conditions that a positive feedback occurs between the structure's natural vibration and the aerodynamic forces."
Kinetic,Mechanical,Angular Momentum,Angular momentum is the rotational counterpart of momentum. A spinning flywheel has angular momentum.
Kinetic,Mechanical,Angular Momentum Conservation,In a closed system angular momentum is constant. The conservation of angular momentum explains the angular acceleration of an ice skater as she brings her arms and legs close to the vertical axis of rotation. By bringing part of mass of her body closer to the axis she decreases her body's moment of inertia. Because angular momentum is constant the angular velocity (rotational speed) of the skater has to increase.
Kinetic,Mechanical,Basset Force,The force due to the lagging boundary layer development with changing relative velocity (acceleration) of bodies moving through a fluid.
Kinetic,Mechanical,Boyle's Law,"(also known as the the Boyle-Mariotte law). At constant temperature, the absolute pressure and the volume of a gas are inversely proportional. The law can also be stated in a slightly different manner: that the product of absolute pressure and volume is always constant."
Kinetic,Mechanical,Capillary Wave Effect,"A wave travelling along the interface between two fluids, whose dynamics are dominated by the effects of surface tension. Capillary waves are common in nature and home, and are often referred to as ripple. The wavelength of capillary waves is typically less than a few centimeters. A gravity-capillary wave on a fluid interface is influenced by both the effects of surface tension and gravity, as well as by the fluid inertia."
Kinetic,Mechanical,Cavitation,"The formation of vapour bubbles in a flowing liquid in a region where the pressure of the liquid falls below its vapour pressure. Usually divided into two classes of behavior. Inertial (or transient) cavitation occurs when a void or bubble in a liquid rapidly collapses, producing a shock wave. Non-inertial cavitation is the process in which a bubble in a fluid is forced to oscillate in size or shape due to energy input, e.g. acoustic field."
Kinetic,Mechanical,Coriolis Force,"An apparent deflection, or force, experienced by moving objects when viewed from a rotating frame of reference. The Coriolis force is an example of a fictitious force (or pseudo force), because it does not appear when the motion is expressed in an inertial frame of reference. For example, freely moving objects on the surface of the Earth experience a Coriolis force, and appear to veer to the right in the northern hemisphere, and to the left in the southern."
Kinetic,Mechanical,Damping,"Damping is any effect, either deliberately engendered or inherent to a system, that tends to reduce the amplitude of oscillations of an oscillatory system."
Kinetic,Mechanical,Darwin Drift,The phenomenon that a fluid parcel is permanently displaced after the passage of a body through a fluid  the fluid being at rest far away from the body.
Kinetic,Mechanical,Displacement,"Displacement occurs when an object is immersed in a fluid, pushing the fluid out of the way and taking its place. The volume of the fluid displaced is equal to the volume of the object imersed. An object that sinks, or is otherwise fully immersed, displaces an amount of fluid equal to its total volume."
Kinetic,Mechanical,Drag,"A drag (sometimes called fluid resistance) is the force that resists the movement of a solid object through a fluid (a liquid or gas). The most familiar form of drag is made up of friction forces, which act parallel to the object's surface, plus pressure forces, which act in a direction perpendicular to the object's surface."
Kinetic,Mechanical,Eddy Currents,An electrical phenomenon caused when a conductor is exposed to a changing magnetic field due to relative motion of the field source and conductor; or due to variations of the field with time. This can cause eddys of circulating current within the conductor which create electromagnets with magnetic fields that opposes the change of the magnetic field.
Kinetic,Mechanical,Elasticity,"The physical property of a material when it deforms under stress (e.g. external forces), but returns to its original shape when the stress is removed. The amount of deformation is called the strain. The elastic regime is characterized by a linear relationship between stress and strain, denoted linear elasticity."
Kinetic,Mechanical,Faraday Wave,"(or Faraday Ripples) Nonlinear standing waves that appear on liquids enclosed by a vibrating receptacle. When the vibration frequency exceeds a critical value, the flat hydrostatic surface becomes unstable. The waves can take the form of stripes, close-packed hexagons, or even squares or quasiperiodic patterns."
Kinetic,Mechanical,Fluid Hammer,"A pressure surge or wave resulting when a fluid in motion is forced to stop or change direction suddenly (Momentum Change). Water hammer commonly occurs when a valve is closed suddenly at an end of a pipeline system, and a pressure wave propagates in the pipe."
Kinetic,Mechanical,Flutter,"A dynamic instability of an elastic structure in a fluid flow, caused by positive feedback between the body's deflection and the force exerted by the fluid flow."
Kinetic,Mechanical,Ground Effect,"Aircraft may be affected by a number of ground effects, or aerodynamic effects due to a flying body's proximity to the ground."
Kinetic,Mechanical,Hooke's Law,Hooke's law of elasticity is an approximation that states that the extension of a spring is in direct proportion with the load added to it as long as this load does not exceed the elastic limit. Materials for which Hooke's law is a useful approximation are known as linear-elastic or 'Hookean' materials.
Kinetic,Mechanical,Hydraulic Jump,"When liquid at high velocity discharges into a zone of lower velocity, a rather abrupt rise (a step or standing wave) occurs in the liquid surface. The liquid is abruptly slowed and increases in height converting some of the flow's initial kinetic energy into an increase in potential energy, with some energy lost through turbulence to heat. In an open channel flow, this manifests as the fast flow rapidly slowing and piling up on top of itself."
Kinetic,Mechanical,Hydraulic Press,A hydraulic mechanism for applying a large lifting or compressive force. It is the hydraulic equivalent of a mechanical lever.
Kinetic,Mechanical,Hydrodynamic Cavitation,"The process of vaporisation, bubble generation and bubble implosion which occurs in a flowing liquid as a result of a decrease and subsequent increase in local pressure."
Kinetic,Mechanical,Impact Force,A high force or shock applied over a short time period. Such a force or acceleration can sometimes have a greater effect than a lower force applied over a proportionally longer time period.
Kinetic,Mechanical,Inertia,The resistance of any physical object to a change in its state of motion or rest. It is proportional to an object's mass.
Kinetic,Mechanical,Jet,"A coherent stream of fluid (e.g. gas or liquid) that is projected into a surrounding medium, usually from some kind of a nozzle or aperture. Jets can travel long distances without dissipating."
Kinetic,Mechanical,Jet Damping,(or Thrust Damping) is the effect of rocket exhaust removing energy from the transverse angular motion of a rocket. If a rocket has pitch or yaw motion then the exhaust must be accelerated laterally as it flows down the exhaust tube and nozzle. Once the exhaust leaves the nozzle this lateral momentum is lost to the vehicle and thus serves to damping the lateral oscillations.
