from,to,result,result_description
Electrical,Electromagnetic,Organic Light-emitting Diode,(or Light Emitting Polymer (LEP) or Organic Electro Luminescence (OEL)) A Light Emitting Diode (LED) whose emissive electroluminescent layer is composed of a film of organic compounds. The layer usually contains a polymer substance that allows suitable organic compounds to be deposited. They are deposited in rows and columns onto a flat carrier by a simple 'printing' process. The resulting matrix of pixels can emit light of different colors.
Electrical,Electromagnetic,Sulphur-Microwave Lamp,A highly efficient full-spectrum electrodeless lighting system whose light is generated by sulphur plasma excited by microwave radiation
Electrical,Electromagnetic,Tomography,"Imaging by sections or sectioning, through the use of any kind of penetrating wave. The method is used in radiology, archaeology, biology, geophysics, oceanography, materials science, astrophysics and other sciences."
Electrical,Kinetic,Accumulator (energy),"An apparatus by means of which energy can be stored, such as a rechargeable battery or a hydraulic accumulator. May be electrical, fluidic or mechanical. Sometimes used to convert a small continuous power source into a short surge of energy or vice versa. Other examples include capacitors, compulsators, steam accumulator, wave energy machines and pumped-storage hydroelectric plants."
Electrical,Kinetic,Barlow's Wheel,"An early demonstration of a homopolar motor. An electric current passes through the hub of a round metal disk to a mercury contact on the rim, contained in a small trough through which the rim passes. Brine is sometimes used today in place of mercury. The interaction of the current with the magnetic field of a U-magnet causes the wheel to rotate."
Electrical,Kinetic,Cathodic Arc Deposition,"Cathodic arc deposition or Arc-PVD is a physical vapour deposition technique in which an electric arc is used to vapourize material from a cathode target. The vapourized material then condenses on a substrate, forming a thin film. The technique is can be used to deposit a metallic, ceramic, and composite films."
Electrical,Kinetic,Coilgun,A type of synchronous linear electric motor that consists of one or more electromagnetic coils used to accelerate a magnetic projectile to high velocity.
Electrical,Kinetic,Eddy Current Damping,The use of eddy currents to provide a damping effect.
Electrical,Kinetic,Electroactive Polymer,(or EAP) A polymer that exhibits a change in size or shape when stimulated by an electric field. The most common applications of this type of material are in actuators and sensors. A typical characteristic property of an EAP is that it will undergo a large amount of deformation while sustaining large forces.
Electrical,Kinetic,Electrohydrodynamic Thruster,"(EHD) A propulsion device based on ionic fluid propulsion, that works without moving parts, using only electrical energy. The basic components of an EHD thruster are two: an ioniser and an ion accelerator. EHD thrusters are not restricted to air as their main propulsion fluid, and work perfectly in other fluids, such as oil."
Electrical,Kinetic,Electromagnet,"A type of magnet whose magnetic field is produced by the flow of electric current. The magnetic field disappears when the current ceases. Electromagnets are very widely used as components of other electrical devices, such as motors, generators, relays, loudspeakers, hard disks, MRI machines, scientific instruments, and magnetic separation equipment, as well as being employed as industrial lifting electromagnets for picking up and moving heavy iron objects like scrap iron."
Electrical,Kinetic,Electromagnetic Propulsion,"The principle of accelerating an object by using a flowing electrical current and magnetic fields. The electrical current is used to either create an opposing magnetic field, or to charge a fluid, which can then be repelled."
Electrical,Kinetic,Electromechanical Film,"A thin membrane whose thickness is related to an electric voltage. It can be used as a pressure sensor, microphone, or a speaker. It can also convert electrical energy to vibration, functioning as an actuator."
Electrical,Kinetic,Electroosmotic Pump,"(or EO pump) Used for removing liquid flooding water from channels and gas diffusion layers and direct hydration of the proton exchange membrane in the membrane electrode assembly (MEA) of the proton exchange membrane fuel cells. Fabricated from silica nanospheres or hydrophilic porous glass, the pumping mechanism is generated by an external electric field applied on an electric double layer"
